Date,EUR_USD,GBP_USD,BRL_USD,JPY_USD,CHF_USD
2018-11-22,,,,,
2018-11-23,1.1332,1.2804,3.8205,112.83,0.9976
2018-11-26,1.1336,1.2809,3.879,113.58,0.9984
2018-11-27,1.1281,1.2729,3.8919,113.84,0.9998
2018-11-28,1.1286,1.2766,3.8766,113.96,0.9994
2018-11-29,1.1382,1.2789,3.8546,113.42,0.9966
2018-11-30,1.1323,1.2772,3.8571,113.54,0.9987
2018-12-03,1.1356,1.2742,3.8353,113.54,0.9975
2018-12-04,1.1345,1.2719,3.8368,112.93,0.9975
2018-12-05,,,,,
2018-12-06,1.1374,1.2777,3.9027,112.46,0.9926
2018-12-07,1.139,1.2749,3.8768,112.6,0.9914
2018-12-10,1.1368,1.2558,3.9298,112.96,0.9896
2018-12-11,1.1314,1.2524,3.9165,113.41,0.9931
2018-12-12,1.1362,1.2658,3.849,113.28,0.992
2018-12-13,1.1358,1.2635,3.8856,113.66,0.9938
2018-12-14,1.13,1.257,3.897,113.35,0.997
2018-12-17,1.1339,1.2606,3.8922,112.96,0.9934
2018-12-18,1.1364,1.2644,3.9072,112.54,0.993
2018-12-19,1.1422,1.2669,3.8737,112.15,0.9918
2018-12-20,1.1432,1.265,3.85,111.34,0.9918
2018-12-21,1.1402,1.2681,3.8815,111.14,0.9914
2018-12-24,,,,,
2018-12-25,,,,,
2018-12-26,1.1408,1.2676,3.9253,110.45,0.9908
2018-12-27,1.1412,1.2627,3.8895,110.78,0.9902
2018-12-28,1.1445,1.2699,3.8711,110.34,0.9838
2018-12-31,1.1456,1.2763,3.8804,109.7,0.9832
2019-01-01,,,,,
2019-01-02,1.1357,1.2598,3.8123,109.22,0.9884
2019-01-03,1.1399,1.2633,3.7429,108.07,0.9889
2019-01-04,1.141,1.274,3.7149,108.29,0.9859
2019-01-07,1.1468,1.2757,3.71,108.62,0.981
2019-01-08,1.1444,1.2724,3.7204,108.57,0.981
2019-01-09,1.1524,1.2764,3.6832,108.38,0.9767
2019-01-10,1.1517,1.2768,3.6915,108.29,0.9817
2019-01-11,1.1479,1.2836,3.7073,108.34,0.9829
2019-01-14,,,,,
2019-01-15,1.1392,1.2761,3.7162,108.72,0.9885
2019-01-16,1.1408,1.2862,3.7284,108.84,0.9899
2019-01-17,1.1386,1.294,3.7561,109.01,0.9944
2019-01-18,1.1362,1.2898,3.7658,109.79,0.9954
2019-01-21,,,,,
2019-01-22,1.1359,1.2955,3.7811,109.34,0.9972
2019-01-23,1.139,1.3074,3.7987,109.44,0.9946
2019-01-24,1.1322,1.3027,3.7486,109.72,0.9965
2019-01-25,1.1407,1.3176,3.77,109.6,0.993
2019-01-28,1.1438,1.3158,3.7628,109.2,0.991
2019-01-29,1.1424,1.3146,3.7288,109.36,0.995
2019-01-30,1.1418,1.3062,3.7222,109.57,0.9988
2019-01-31,1.1454,1.3135,3.6501,108.84,0.9938
2019-02-01,1.1474,1.3094,3.6552,109.55,0.994
2019-02-04,1.1438,1.3068,3.6676,109.96,0.9974
2019-02-05,1.1406,1.2947,3.6798,109.99,1.0005
2019-02-06,1.138,1.2956,3.7015,109.75,1.0009
2019-02-07,1.1357,1.2966,3.7232,109.7,1.001
2019-02-08,1.1326,1.2933,3.7363,109.76,1
2019-02-11,1.1277,1.2862,3.765,110.4,1.004
2019-02-12,1.1316,1.2887,3.7131,110.5,1.0068
2019-02-13,1.1288,1.2865,3.7485,110.86,1.0073
2019-02-14,1.1284,1.2793,3.7462,110.68,1.0064
2019-02-15,1.1268,1.2857,3.71,110.54,1.0063
2019-02-18,,,,,
2019-02-19,1.1328,1.3036,3.7145,110.68,1.0018
2019-02-20,,,,,
2019-02-21,1.1338,1.306,3.7636,110.72,1.001
2019-02-22,1.1342,1.3067,3.7376,110.7,0.9998
2019-02-25,1.1345,1.3059,3.7305,111.07,1.0006
2019-02-26,1.1374,1.3252,3.7604,110.76,1.0002
2019-02-27,1.137,1.3318,3.7375,110.92,1.0003
2019-02-28,1.1379,1.3274,3.7493,111.38,0.9974
2019-03-01,1.1376,1.3222,3.7852,111.89,0.9987
2019-03-04,1.1328,1.3186,3.775,111.68,0.9994
2019-03-05,1.13,1.3141,3.775,111.98,1.0045
2019-03-06,1.132,1.3148,3.8152,111.66,1.0038
2019-03-07,1.1214,1.3107,3.8836,111.6,1.0106
2019-03-08,1.1243,1.301,3.8639,111.11,1.0074
2019-03-11,1.1226,1.3095,3.8435,111.21,1.011
2019-03-12,1.1276,1.3101,3.809,111.38,1.0078
2019-03-13,1.131,1.323,3.8249,111.23,1.0046
2019-03-14,1.1304,1.3281,3.834,111.71,1.0044
2019-03-15,1.1326,1.3278,3.814,111.57,1.0026
2019-03-18,1.1337,1.3223,3.8097,111.41,1.0004
2019-03-19,1.1346,1.3263,3.767,111.38,1.0001
2019-03-20,1.1352,1.3191,3.7856,111.41,0.9974
2019-03-21,1.1361,1.3073,3.8176,110.86,0.9924
2019-03-22,1.1282,1.3219,3.8942,109.76,0.994
2019-03-25,1.1324,1.3203,3.864,110.09,0.9918
2019-03-26,1.128,1.3215,3.876,110.5,0.994
2019-03-27,1.125,1.3192,3.9602,110.38,0.9946
2019-03-28,1.1236,1.3088,3.9689,110.54,0.9952
2019-03-29,1.1228,1.3032,3.8892,110.68,0.9962
2019-04-01,1.121,1.3144,3.8699,111.29,0.9988
2019-04-02,1.1186,1.3035,3.8647,111.32,0.9986
2019-04-03,1.1242,1.3181,3.8437,111.48,0.997
2019-04-04,1.1216,1.3072,3.8703,111.55,1.0002
2019-04-05,1.1217,1.301,3.8627,111.71,1.0003
2019-04-08,1.1262,1.3048,3.8569,111.47,0.9994
2019-04-09,1.1278,1.3048,3.8531,111.08,0.9999
2019-04-10,1.1266,1.31,3.8269,110.92,1.0019
2019-04-11,1.1262,1.3068,3.8509,111.48,1.0027
2019-04-12,1.1304,1.3086,3.8711,112,1.0017
2019-04-15,1.1304,1.3105,3.8717,112,1.0039
2019-04-16,1.1293,1.3049,3.8972,111.95,1.0066
2019-04-17,1.1297,1.3036,3.9381,112,1.0099
2019-04-18,1.1241,1.3003,3.9302,111.94,1.0154
2019-04-19,1.1246,1.3003,3.9311,111.92,1.0144
2019-04-22,1.1258,1.2983,3.9281,111.94,1.0155
2019-04-23,1.1213,1.2943,3.9418,111.86,1.0218
2019-04-24,1.1192,1.2947,3.9758,111.81,1.0184
2019-04-25,1.114,1.2901,3.9635,111.59,1.0199
2019-04-26,1.1154,1.293,3.9227,111.6,1.019
2019-04-29,1.1166,1.2924,3.9362,111.8,1.0201
2019-04-30,1.1201,1.303,3.9367,111.4,1.02
2019-05-01,1.1246,1.3091,3.9195,111.18,1.0137
2019-05-02,1.1184,1.3032,3.9644,111.39,1.018
2019-05-03,1.1186,1.3139,3.9366,111.28,1.0178
2019-05-06,1.1197,1.3093,3.9534,110.86,1.0179
2019-05-07,1.1178,1.3052,3.9847,110.34,1.0215
2019-05-08,1.1206,1.3014,3.929,110.12,1.0181
2019-05-09,1.1228,1.3013,3.9646,109.55,1.0133
2019-05-10,1.1241,1.3036,3.9614,109.56,1.0109
2019-05-13,1.1232,1.2961,3.9778,109.18,1.0064
2019-05-14,1.1207,1.2921,3.9737,109.68,1.0088
2019-05-15,1.1208,1.2878,3.9845,109.58,1.009
2019-05-16,1.1178,1.2803,4.0061,109.89,1.0101
2019-05-17,1.1166,1.2723,4.0909,109.9,1.0108
2019-05-20,1.117,1.2718,4.1133,109.96,1.0082
2019-05-21,1.1158,1.2747,4.0678,110.6,1.0104
2019-05-22,1.1156,1.2674,4.0245,110.28,1.009
2019-05-23,1.1172,1.2666,4.0329,109.58,1.004
2019-05-24,1.1197,1.27,4.0251,109.38,1.0021
2019-05-27,,,,,
2019-05-28,1.1177,1.2668,4.0215,109.49,1.0086
2019-05-29,1.1136,1.2631,3.9937,109.24,1.0066
2019-05-30,1.114,1.2619,3.9658,109.67,1.0074
2019-05-31,1.1149,1.262,3.9216,108.66,1.0034
2019-06-03,1.1206,1.2621,3.8918,108.39,0.9994
2019-06-04,1.1236,1.2675,3.8593,108.3,0.994
2019-06-05,1.1242,1.2706,3.8655,108.2,0.9919
2019-06-06,1.1294,1.2713,3.874,108.08,0.9886
2019-06-07,1.1324,1.274,3.8616,108.15,0.9877
2019-06-10,1.1311,1.2684,3.8708,108.56,0.9898
2019-06-11,1.1316,1.2724,3.8593,108.52,0.9925
2019-06-12,1.131,1.2693,3.836,108.42,0.9944
2019-06-13,1.1275,1.2678,3.8456,108.44,0.9946
2019-06-14,1.1217,1.2601,3.8936,108.44,0.999
2019-06-17,1.1235,1.2568,3.8858,108.56,0.9982
2019-06-18,1.1196,1.2547,3.8549,108.39,0.9994
2019-06-19,1.1214,1.2625,3.8731,108.36,0.996
2019-06-20,1.1284,1.27,3.8386,107.52,0.9821
2019-06-21,1.1328,1.2703,3.8212,107.55,0.9789
2019-06-24,1.1393,1.2728,3.8265,107.36,0.972
2019-06-25,1.1386,1.2721,3.8312,106.92,0.9726
2019-06-26,1.139,1.2697,3.8355,107.64,0.976
2019-06-27,1.1372,1.2674,3.8604,107.73,0.9766
2019-06-28,1.1374,1.2704,3.829,107.84,0.9758
2019-07-01,1.1307,1.2644,3.8217,108.42,0.9864
2019-07-02,1.1301,1.2599,3.8613,107.98,0.986
2019-07-03,1.1275,1.2568,3.8421,107.84,0.9864
2019-07-04,,,,,
2019-07-05,1.1216,1.2506,3.8178,108.55,0.9923
2019-07-08,1.1208,1.2503,3.8045,108.72,0.9938
2019-07-09,1.121,1.2463,3.8045,108.78,0.9928
2019-07-10,1.126,1.2507,3.7646,108.44,0.9892
2019-07-11,1.1261,1.2549,3.7577,108.29,0.9886
2019-07-12,1.1254,1.2553,3.7429,108,0.9845
2019-07-15,1.126,1.2523,3.749,107.89,0.9847
2019-07-16,1.1212,1.2408,3.7607,108.35,0.989
2019-07-17,1.1232,1.2438,3.7611,108.1,0.987
2019-07-18,1.1228,1.2494,3.7443,107.74,0.9862
2019-07-19,1.122,1.25,3.7406,107.78,0.9823
2019-07-22,1.1214,1.2475,3.735,107.91,0.9815
2019-07-23,1.1156,1.2449,3.768,108.06,0.9848
2019-07-24,1.1141,1.2498,3.761,108.08,0.9854
2019-07-25,1.1156,1.2471,3.788,108.58,0.9899
2019-07-26,1.1121,1.2387,3.7714,108.69,0.9933
2019-07-29,1.1142,1.2236,3.7873,108.86,0.9916
2019-07-30,1.1148,1.2148,3.7867,108.66,0.9908
2019-07-31,1.113,1.222,3.7571,108.58,0.9902
2019-08-01,1.1062,1.2145,3.8366,108.28,0.9938
2019-08-02,1.1112,1.2132,3.8789,106.64,0.982
2019-08-05,1.1197,1.2165,3.9423,106.02,0.9721
2019-08-06,1.1196,1.2149,3.974,106.45,0.9782
2019-08-07,1.1236,1.2158,3.9863,105.62,0.9708
2019-08-08,1.121,1.2138,3.9349,106.04,0.9751
2019-08-09,1.1222,1.2085,3.9385,105.3,0.971
2019-08-12,1.1212,1.207,3.9862,105.38,0.9696
2019-08-13,1.1182,1.2067,3.9531,106.6,0.9744
2019-08-14,1.1144,1.2068,4.0143,105.79,0.9736
2019-08-15,1.1106,1.2112,4.01,106.12,0.9762
2019-08-16,1.1091,1.2152,3.9926,106.34,0.98
2019-08-19,1.1096,1.2138,4.0344,106.5,0.9808
2019-08-20,1.1092,1.2153,4.0409,106.35,0.9792
2019-08-21,1.1098,1.2142,4.0188,106.52,0.9816
2019-08-22,1.1089,1.225,4.0558,106.44,0.9834
2019-08-23,1.1148,1.2261,4.1114,105.3,0.9748
2019-08-26,1.1112,1.2232,4.1528,106,0.9782
2019-08-27,1.1094,1.2288,4.1813,105.8,0.9815
2019-08-28,1.1084,1.2248,4.1553,105.86,0.9807
2019-08-29,1.1059,1.2197,4.1595,106.5,0.9853
2019-08-30,1.0989,1.2166,4.1254,106.3,0.9899
2019-09-02,,,,,
2019-09-03,1.0968,1.2086,4.1726,105.88,0.9872
2019-09-04,1.1025,1.219,4.114,106.28,0.9817
2019-09-05,1.1038,1.2337,4.0908,106.96,0.9868
2019-09-06,1.1042,1.2299,4.0643,106.8,0.9866
2019-09-09,1.1056,1.2368,4.0819,107.14,0.991
2019-09-10,1.1042,1.2355,4.101,107.34,0.9908
2019-09-11,1.1001,1.2329,4.0592,107.73,0.9933
2019-09-12,1.1074,1.2357,4.0606,107.97,0.9891
2019-09-13,1.1074,1.2462,4.061,108.12,0.9898
2019-09-16,1.1006,1.2423,4.0831,107.94,0.9919
2019-09-17,1.1063,1.2493,4.097,108.12,0.9925
2019-09-18,1.1061,1.2478,4.0964,108.17,0.995
2019-09-19,1.1046,1.2481,4.1389,108,0.9927
2019-09-20,1.1004,1.2489,4.1698,107.95,0.993
2019-09-23,1.0991,1.2428,4.1771,107.47,0.9894
2019-09-24,1.0999,1.2475,4.1737,107.32,0.9872
2019-09-25,1.0949,1.2363,4.1764,107.78,0.9909
2019-09-26,1.0938,1.2343,4.1517,107.67,0.9928
2019-09-27,1.0942,1.2312,4.1576,108.05,0.9919
2019-09-30,1.0905,1.2305,4.1629,108.11,0.9978
2019-10-01,1.0932,1.2242,4.1624,107.7,0.9936
2019-10-02,1.0951,1.2313,4.1434,107.21,0.9975
2019-10-03,1.0991,1.239,4.0876,106.76,0.9974
2019-10-04,1.0974,1.2309,4.0601,106.91,0.9958
2019-10-07,1.0984,1.2322,4.0831,107.06,0.9947
2019-10-08,1.0949,1.2206,4.0846,107.06,0.994
2019-10-09,1.0978,1.2215,4.1043,107.43,0.995
2019-10-10,1.1018,1.2382,4.1075,107.91,0.9954
2019-10-11,1.1039,1.2683,4.0945,108.52,0.9967
2019-10-14,,,,,
2019-10-15,1.1036,1.2737,4.1506,108.83,0.9982
2019-10-16,1.1075,1.2854,4.161,108.71,0.9959
2019-10-17,1.1129,1.2853,4.16,108.51,0.987
2019-10-18,1.1155,1.2904,4.1312,108.44,0.9856
2019-10-21,1.1145,1.2983,4.136,108.57,0.9865
2019-10-22,1.1138,1.2948,4.0713,108.56,0.9889
2019-10-23,1.1118,1.2886,4.0674,108.64,0.9907
2019-10-24,1.1098,1.281,4.01,108.62,0.9923
2019-10-25,1.1081,1.2833,4.0018,108.75,0.9945
2019-10-28,1.1094,1.286,3.9769,109.02,0.996
2019-10-29,1.1117,1.2905,3.9923,108.83,0.9936
2019-10-30,1.1123,1.2872,4.017,108.88,0.9909
2019-10-31,1.1155,1.2939,4.013,108.09,0.9868
2019-11-01,1.1169,1.295,3.9756,108.16,0.9855
2019-11-04,1.1144,1.2906,4.0007,108.56,0.9871
2019-11-05,1.107,1.287,3.9865,109.13,0.9932
2019-11-06,1.1076,1.2872,4.0582,108.86,0.992
2019-11-07,1.1045,1.2829,4.0884,109.42,0.9954
2019-11-08,1.1019,1.279,4.1545,109.14,0.9971
2019-11-11,,,,,
2019-11-12,1.1017,1.2855,4.1742,109.09,0.9929
2019-11-13,1.1004,1.284,4.1772,108.83,0.9892
2019-11-14,1.1016,1.2879,4.1912,108.33,0.9878
2019-11-15,1.1046,1.2901,4.1957,108.8,0.9903
2019-11-18,1.1079,1.2965,4.1932,108.61,0.9879
2019-11-19,1.1075,1.2926,4.2032,108.59,0.9912
2019-11-20,1.1063,1.2918,4.1955,108.67,0.9921
2019-11-21,1.1067,1.2915,4.2213,108.53,0.992
2019-11-22,1.1029,1.2829,4.1859,108.67,0.9967
2019-11-25,1.1009,1.2885,4.2153,108.95,0.9964
2019-11-26,1.1012,1.285,4.2594,109.11,0.9978
2019-11-27,1.1002,1.2881,4.2569,109.38,0.9996
2019-11-28,,,,,
2019-11-29,1.1019,1.2939,4.2272,109.47,1.0001
2019-12-02,1.1075,1.2936,4.22,109.09,0.992
2019-12-03,1.1089,1.3002,4.1928,108.53,0.9862
2019-12-04,1.1076,1.3095,4.1886,108.87,0.9893
2019-12-05,1.1104,1.3165,4.1912,108.69,0.9872
2019-12-06,1.1052,1.3127,4.1749,108.66,0.9909
2019-12-09,1.1067,1.3157,4.1299,108.59,0.9879
2019-12-10,1.109,1.3178,4.1412,108.73,0.9852
2019-12-11,1.1092,1.3176,4.1179,108.67,0.9856
2019-12-12,1.1115,1.3133,4.099,109.16,0.986
2019-12-13,1.1128,1.3349,4.1065,109.28,0.9838
2019-12-16,1.1139,1.333,4.0681,109.64,0.9839
2019-12-17,1.1148,1.3116,4.0673,109.52,0.9811
2019-12-18,1.1113,1.3078,4.0624,109.58,0.9819
2019-12-19,1.1128,1.3034,4.058,109.23,0.9777
2019-12-20,1.1076,1.3036,4.0859,109.45,0.9824
2019-12-23,1.1091,1.2917,4.0621,109.39,0.982
2019-12-24,1.1084,1.2955,4.0833,109.38,0.9807
2019-12-25,,,,,
2019-12-26,1.1102,1.3007,4.0602,109.67,0.9808
2019-12-27,1.1174,1.309,4.0507,109.47,0.9741
2019-12-30,1.1217,1.314,4.0152,108.85,0.9677
2019-12-31,1.1227,1.3269,4.019,108.67,0.9677
2020-01-01,,,,,
2020-01-02,1.1166,1.3128,4.0384,108.43,0.9721
2020-01-03,1.1173,1.3091,4.0378,107.94,0.9703
2020-01-06,1.1187,1.3163,4.0548,108.36,0.9688
2020-01-07,1.1138,1.3127,4.0813,108.53,0.9716
2020-01-08,1.1117,1.311,4.0463,109.03,0.9725
2020-01-09,1.1106,1.3069,4.0747,109.47,0.9724
2020-01-10,1.1119,1.306,4.0771,109.5,0.9729
2020-01-13,1.1138,1.2983,4.1351,109.93,0.9705
2020-01-14,1.113,1.3018,4.1409,110.05,0.9677
2020-01-15,1.116,1.303,4.1773,109.94,0.9634
2020-01-16,1.1131,1.3076,4.1903,110.16,0.965
2020-01-17,1.1093,1.3029,4.1857,110.16,0.9683
2020-01-20,,,,,
2020-01-21,1.1096,1.3047,4.2,109.95,0.9681
2020-01-22,1.1085,1.3136,4.1852,109.93,0.9696
2020-01-23,1.1041,1.3104,4.1689,109.39,0.9698
2020-01-24,1.1026,1.3071,4.1879,109.31,0.9712
2020-01-27,1.1019,1.3054,4.2268,108.95,0.9695
2020-01-28,1.1008,1.2996,4.2094,109.17,0.9738
2020-01-29,1.1004,1.3012,4.2162,109.15,0.9747
2020-01-30,1.1032,1.3106,4.2602,108.75,0.9692
2020-01-31,1.1082,1.3195,4.2801,108.5,0.9645
2020-02-03,1.1062,1.3006,4.2411,108.59,0.9655
2020-02-04,1.1043,1.3029,4.2405,109.41,0.9693
2020-02-05,1.1006,1.3,4.2567,109.74,0.9729
2020-02-06,1.0979,1.2935,4.2694,109.89,0.975
2020-02-07,1.095,1.2908,4.3126,109.81,0.9777
2020-02-10,1.0916,1.2919,4.3155,109.77,0.9778
2020-02-11,1.0917,1.2945,4.3346,109.78,0.9761
2020-02-12,1.0893,1.2978,4.3428,110,0.9767
2020-02-13,1.0848,1.3051,4.3302,109.81,0.9788
2020-02-14,1.0839,1.3039,4.3104,109.77,0.9818
2020-02-17,,,,,
2020-02-18,1.0815,1.3017,4.3507,109.8,0.9814
2020-02-19,1.0794,1.2934,4.366,111.17,0.9839
2020-02-20,1.0797,1.2877,4.3845,111.86,0.9831
2020-02-21,1.0855,1.2966,4.383,111.74,0.9781
2020-02-24,1.0857,1.2923,4.3878,110.56,0.9776
2020-02-25,1.0868,1.3004,4.3878,110.23,0.9765
2020-02-26,1.0887,1.2921,4.4304,110.36,0.9759
2020-02-27,1.0977,1.2876,4.4587,110.15,0.9718
2020-02-28,1.1001,1.2778,4.4906,108.12,0.9671
2020-03-02,1.1164,1.2791,4.4782,108.02,0.9577
2020-03-03,1.1175,1.2827,4.4908,107.28,0.9563
2020-03-04,1.113,1.2836,4.5497,107.34,0.9554
2020-03-05,1.1202,1.2939,4.6533,106.56,0.9487
2020-03-06,1.1319,1.301,4.638,105.31,0.9365
2020-03-09,1.142,1.31,4.7304,102.52,0.9296
2020-03-10,1.1342,1.2933,4.6745,103.71,0.933
2020-03-11,1.128,1.2887,4.6844,104.81,0.9381
2020-03-12,1.1081,1.2541,4.8563,105.67,0.954
2020-03-13,1.1066,1.2406,4.7622,107.15,0.9541
2020-03-16,1.1139,1.2278,4.9813,105.64,0.9467
2020-03-17,1.0971,1.2017,5.0185,107.41,0.9647
2020-03-18,1.0833,1.176,5.1136,108.45,0.9727
2020-03-19,1.0699,1.1662,5.1503,110.08,0.9847
2020-03-20,1.0682,1.1743,5.001,111.3,0.9866
2020-03-23,1.076,1.1492,5.1286,111.36,0.9824
2020-03-24,1.0794,1.1784,5.0731,111.44,0.9813
2020-03-25,1.0835,1.1763,5.0589,111.43,0.9781
2020-03-26,1.1025,1.214,4.9972,109.45,0.9645
2020-03-27,1.1059,1.236,5.1113,108.16,0.9558
2020-03-30,1.1018,1.2392,5.1593,108.06,0.9606
2020-03-31,1.1016,1.2454,5.1855,107.53,0.9627
2020-04-01,1.0934,1.2394,5.2494,107.05,0.9675
2020-04-02,1.0862,1.238,5.2649,107.85,0.9727
2020-04-03,1.0797,1.2228,5.3129,108.53,0.9777
2020-04-06,1.0808,1.2298,5.2342,109.11,0.9768
2020-04-07,1.0886,1.2343,5.2319,108.97,0.9707
2020-04-08,1.0864,1.2394,5.1701,108.7,0.971
2020-04-09,1.0931,1.2458,5.0708,108.38,0.966
2020-04-10,1.0951,1.2485,5.1063,108.39,0.9648
2020-04-13,1.0906,1.2518,5.1871,107.59,0.9674
2020-04-14,1.0971,1.2617,5.2074,107.08,0.9606
2020-04-15,1.0909,1.2523,5.2559,107.42,0.9647
2020-04-16,1.084,1.2433,5.2318,107.72,0.9695
2020-04-17,1.0883,1.2503,5.255,107.52,0.9662
2020-04-20,1.0874,1.2467,5.2911,107.69,0.967
2020-04-21,1.0854,1.2266,5.3166,107.69,0.9691
2020-04-22,1.0829,1.2332,5.3955,107.81,0.9711
2020-04-23,1.0815,1.2369,5.4498,107.65,0.9731
2020-04-24,1.0798,1.2335,5.6858,107.44,0.975
2020-04-27,1.0829,1.2421,5.6741,107.22,0.9756
2020-04-28,1.0836,1.2438,5.5646,106.83,0.9743
2020-04-29,1.0853,1.2429,5.3923,106.67,0.9748
2020-04-30,1.0934,1.2602,5.4296,106.94,0.9669
2020-05-01,1.0998,1.2509,5.4858,106.76,0.9599
2020-05-04,1.0911,1.243,5.5714,106.82,0.9647
2020-05-05,1.0844,1.2449,5.5623,106.52,0.9721
2020-05-06,1.0806,1.2347,5.6798,106.07,0.9745
2020-05-07,1.0815,1.2349,5.8027,106.36,0.9746
2020-05-08,1.0854,1.2436,5.7455,106.5,0.9699
2020-05-11,1.0818,1.233,5.7958,107.7,0.9722
2020-05-12,1.0864,1.2299,5.7922,107.33,0.968
2020-05-13,1.0837,1.2225,5.9204,106.92,0.9704
2020-05-14,1.08,1.2194,5.9181,107.09,0.9727
2020-05-15,1.0816,1.2129,5.8235,107.27,0.9726
2020-05-18,1.0904,1.2211,5.708,107.25,0.9699
2020-05-19,1.0937,1.2255,5.7101,107.89,0.9725
2020-05-20,1.098,1.2257,5.6909,107.46,0.9649
2020-05-21,1.0953,1.2227,5.5989,107.69,0.9703
2020-05-22,1.0894,1.2178,5.5663,107.5,0.9722
2020-05-25,,,,,
2020-05-26,1.097,1.2337,5.376,107.64,0.9668
2020-05-27,1.0969,1.2231,5.2818,107.79,0.9696
2020-05-28,1.1069,1.2325,5.3346,107.67,0.9642
2020-05-29,1.1107,1.232,5.4248,107.77,0.9618
2020-06-01,1.1123,1.2472,5.3727,107.56,0.9613
2020-06-02,1.1166,1.2531,5.2331,108.6,0.9623
2020-06-03,1.1246,1.26,5.0417,108.88,0.9613
2020-06-04,1.1322,1.2608,5.0927,109,0.9565
2020-06-05,1.1297,1.2703,4.9542,109.68,0.9622
2020-06-08,1.1293,1.2694,4.8858,108.46,0.9567
2020-06-09,1.1348,1.2736,4.899,107.66,0.9487
2020-06-10,1.1355,1.2758,4.8979,107.25,0.945
2020-06-11,1.1378,1.2635,4.976,106.67,0.9382
2020-06-12,1.1253,1.2527,5.0241,107.36,0.9515
2020-06-15,1.127,1.2543,5.2082,107.33,0.9503
2020-06-16,1.1259,1.2586,5.1563,107.35,0.9494
2020-06-17,1.1219,1.2526,5.264,107.26,0.9512
2020-06-18,1.1216,1.243,5.354,106.78,0.951
2020-06-19,1.1189,1.2362,5.3388,106.89,0.9519
2020-06-22,1.126,1.2447,5.2235,106.84,0.9475
2020-06-23,1.1322,1.2531,5.1578,106.44,0.9438
2020-06-24,1.1272,1.2432,5.302,106.83,0.9471
2020-06-25,1.1221,1.2406,5.3541,107.21,0.9485
2020-06-26,1.1215,1.2337,5.4661,107.19,0.948
2020-06-29,1.1237,1.2279,5.4587,107.71,0.9504
2020-06-30,1.1237,1.2369,5.4844,107.77,0.9467
2020-07-01,1.1259,1.2474,5.3492,107.5,0.9455
2020-07-02,1.1237,1.2469,5.3146,107.55,0.9455
2020-07-03,,,,,
2020-07-06,1.1307,1.2482,5.314,107.5,0.9416
2020-07-07,1.1299,1.2572,5.358,107.53,0.941
2020-07-08,1.1329,1.2593,5.3581,107.39,0.9382
2020-07-09,1.1298,1.2614,5.3182,107.27,0.9397
2020-07-10,1.1318,1.2654,5.3334,106.77,0.9395
2020-07-13,1.1364,1.2614,5.3439,107.22,0.941
2020-07-14,1.1406,1.2546,5.429,107.2,0.9385
2020-07-15,1.1406,1.2586,5.362,106.92,0.9439
2020-07-16,1.1433,1.2621,5.343,107.05,0.9432
2020-07-17,1.1438,1.255,5.352,107.06,0.9388
2020-07-20,1.1442,1.2658,5.3365,107.21,0.9389
2020-07-21,1.1495,1.2736,5.1936,106.82,0.934
2020-07-22,1.1587,1.2729,5.0973,107.18,0.9288
2020-07-23,1.1623,1.2759,5.1405,106.83,0.925
2020-07-24,1.1635,1.2791,5.1948,105.79,0.9222
2020-07-27,1.175,1.2887,5.1835,105.29,0.9204
2020-07-28,1.1733,1.295,5.1684,105.03,0.9169
2020-07-29,1.177,1.2974,5.1483,105.06,0.9141
2020-07-30,1.1791,1.3035,5.1824,105.05,0.912
2020-07-31,1.1822,1.3133,5.1967,105.78,0.9113
2020-08-03,1.175,1.3053,5.32,106.11,0.9194
2020-08-04,1.1766,1.3059,5.3259,105.87,0.9154
2020-08-05,1.1898,1.3141,5.2928,105.44,0.9053
2020-08-06,1.1856,1.3147,5.3537,105.52,0.9101
2020-08-07,1.1776,1.3043,5.4343,105.92,0.914
2020-08-10,1.1756,1.3082,5.423,105.85,0.9154
2020-08-11,1.1764,1.3077,5.423,106.56,0.9163
2020-08-12,1.1796,1.3047,5.4745,106.85,0.9109
2020-08-13,1.1818,1.3082,5.3835,106.89,0.9097
2020-08-14,1.1833,1.3108,5.3881,106.49,0.9091
2020-08-17,1.1869,1.3105,5.4734,105.97,0.9058
2020-08-18,1.1928,1.3228,5.4845,105.41,0.9029
2020-08-19,1.1898,1.3191,5.5045,105.71,0.9114
2020-08-20,1.1862,1.319,5.637,105.81,0.9082
2020-08-21,1.1775,1.3098,5.5949,105.88,0.9131
2020-08-24,1.1803,1.3078,5.601,105.9,0.9109
2020-08-25,1.1818,1.3136,5.6046,106.4,0.9089
2020-08-26,1.1813,1.3186,5.6073,106.13,0.9086
2020-08-27,1.1824,1.3229,5.5965,106.42,0.9077
2020-08-28,1.1901,1.3341,5.4469,105.3,0.9041
2020-08-31,1.195,1.3375,5.4698,105.84,0.9012
2020-09-01,1.1949,1.3416,5.3578,106,0.9072
2020-09-02,1.184,1.3315,5.355,106.15,0.9107
2020-09-03,1.1832,1.3263,5.3078,106.14,0.9104
2020-09-04,1.182,1.323,5.2873,106.34,0.9147
2020-09-07,,,,,
2020-09-08,1.1789,1.3039,5.351,105.97,0.9166
2020-09-09,1.181,1.3011,5.2849,106.23,0.9131
2020-09-10,1.188,1.2846,5.3023,106.19,0.9077
